reason_for_credit_entry,sub_order_no,order_date,customer_state,product_name,sku,size,quantity,supplier_listed_price_(incl._gst_+_commission),supplier_discounted_price_(incl_gst_and_commision),order_status,pin,delivery_state,gst_amount,meesho_price,shipping_charges_total,final_price,forward_order_date,is_rto,day_of_week,day_of_month,month,is_weekend,is_month_start,is_month_end,pin_prefix,is_metro,state_clean,pin_rto_rate,pin_order_count,state_rto_rate,state_order_count,price_per_unit,discount_amount,discount_pct,shipping_to_price_ratio,price_category,has_valid_pincode,has_state,address_quality_score,product_rto_rate,product_order_count,product_length,pincode,dtdc_total_shipments,dtdc_failed_shipments,dtdc_failure_rate,dtdc_avg_delivery_days,dtdc_delivery_success_rate,dtdc_avg_address_quality,dtdc_avg_has_building,dtdc_avg_has_pincode,dtdc_avg_has_landmark,dtdc_avg_address_length,state,dtdc_state_shipments,dtdc_state_rto_rate,dtdc_state_avg_days,combined_pin_rto_rate,address_quality_delta,delivery_difficulty_score
DELIVERED,139089555643_1,2022-08-25,Karnataka,"FIVE STAR Hair Straightener Comb for Women & Men, Hair Styler, Straightener Machine Brush/PTC Heating Electric Straightener with 5 Temperature Control Hair Straightener",Uk8ndIGZ,Free Size,1,429.0,429.0,Delivered,560100,Karnataka,24.2,508,0,508,2022-08-25,0.0,3,25,8,0,0,1,560,1,Karnataka,0.0,1,0.0,5,508.0,0,0.0,0.0,high,1,1,1.0,0.10526315789473684,19,168,,,,,,,,,,,,Karnataka,1393.0,0.5793251974156497,3.0078966259870783,0.0,1.0,1.0
DELIVERED,974991026344_1,2022-08-15,Delhi,Fancy look beautiful embroidery work kurti bottom with duppata,Hk 1454,XXL,1,1400.0,1400.0,Return,110081,Delhi,66.68,1400,110,1510,2022-08-15,1.0,0,15,8,0,0,0,110,1,Delhi,1.0,1,0.75,4,1510.0,-110,0.0,0.0728476821192053,premium,1,1,1.0,0.36363636363636365,11,62,,,,,,,,,,,,Delhi,1341.0,0.5913497390007457,2.954511558538404,0.5,1.0,1.0
DELIVERED,704814497883_1,2022-08-20,Bihar,top & bottom set,akshar 1090,XL,1,1400.0,1400.0,Delivered,813210,Bihar,66.68,1400,81,1481,2022-08-20,0.0,5,20,8,1,0,0,813,0,Bihar,0.0,1,0.3333333333333333,3,1481.0,-81,0.0,0.054692775151924375,premium,1,1,1.0,0.5,12,16,,,,,,,,,,,,Bihar,1447.0,0.6005528680027643,3.1002073255010365,0.0,1.0,1.0
RTO_COMPLETE,296540364861_1,2022-08-22,seoni, PARTY WEAR LOOK HEAVY EMBROIDERY AND 5mm SEQUINS WORK GOWN WITH DUPATTA ,hk 1408,Free Size,1,1311.0,1311.0,rto,480661,seoni,62.44,1311,114,1425,2022-08-22,1.0,0,22,8,0,0,0,480,0,Seoni,1.0,1,1.0,1,1425.0,-114,0.0,0.08,premium,1,1,1.0,0.6578947368421053,38,73,,,,,,,,,,,,,,0.5998520710059172,2.992565055762082,0.5,1.0,1.0
DELIVERED,571369750119_1,2022-08-30,Punjab,Fancy look beautiful embroidery work kurti bottom with duppata,Hk 1454,XL,1,1400.0,1400.0,Shipped,142044,Punjab,66.68,1400,110,1510,2022-08-30,0.0,1,30,8,0,0,1,142,0,Punjab,0.0,1,0.3333333333333333,6,1510.0,-110,0.0,0.0728476821192053,premium,1,1,1.0,0.36363636363636365,11,62,,,,,,,,,,,,Punjab,2824.0,0.6136685552407932,3.0155807365439093,0.0,1.0,1.0
DELIVERED,542703544972_1,2022-08-25,Himachal Pradesh,"FIVE STAR Hair Straightener Comb for Women & Men, Hair Styler, Straightener Machine Brush/PTC Heating Electric Straightener with 5 Temperature Control Hair Straightener",Uk8ndIGZ,Free Size,1,414.0,414.0,Delivered,171207,Himachal Pradesh,23.76,499,0,499,2022-08-25,0.0,3,25,8,0,0,1,171,0,Himachal Pradesh,0.0,1,0.0,2,499.0,0,0.0,0.0,medium,1,1,1.0,0.10526315789473684,19,168,,,,,,,,,,,,Himachal Pradesh,1372.0,0.5998542274052479,2.9620991253644315,0.0,1.0,1.0
RTO_COMPLETE,355746559602_1,2022-08-30,Andhra Pradesh,Heavy faux georgette with embroidery work with moti latkan border with sleev  Dupatta Sets ,Ad 009 a,XL,1,1500.0,1500.0,Shipped,524408,Andhra Pradesh,71.44,1500,110,1610,2022-08-30,0.0,1,30,8,0,0,1,524,0,Andhra Pradesh,0.0,1,0.7142857142857143,7,1610.0,-110,0.0,0.06832298136645963,premium,1,1,1.0,0.3333333333333333,3,91,,,,,,,,,,,,Andhra Pradesh,2752.0,0.5933866279069767,3.004360465116279,0.0,1.0,1.0
DELIVERED,768837658082_1,2022-08-07,Madhya Pradesh,top & bottom set,akshar 1090,M,1,1368.0,1368.0,Delivered,453771,Madhya Pradesh,65.14,1368,81,1449,2022-08-07,0.0,6,7,8,1,0,0,453,0,Madhya Pradesh,0.0,1,0.5,6,1449.0,-81,0.0,0.055900621118012424,premium,1,1,1.0,0.5,12,16,,,,,,,,,,,,Madhya Pradesh,2743.0,0.5956981407218374,2.989427633977397,0.0,1.0,1.0
DELIVERED,265339595628_1,2022-08-27,Gujarat,Kurta Sets ,45678,M,1,468.0,468.0,Delivered,395010,Gujarat,26.14,549,0,526,2022-08-27,0.0,5,27,8,1,0,1,395,0,Gujarat,0.0,3,0.125,8,526.0,23,4.189435336976321,0.0,high,1,1,1.0,0.16666666666666666,6,11,,,,,,,,,,,,Gujarat,2737.0,0.59846547314578,2.989404457435148,0.0,1.0,1.0
DELIVERED,354486173123_1,2022-08-04,Himachal Pradesh, PARTY WEAR LOOK HEAVY EMBROIDERY AND 5mm SEQUINS WORK GOWN WITH DUPATTA ,Hk1408b,Free Size,1,1350.0,1350.0,Delivered,177048,Himachal Pradesh,64.3,1350,114,1448,2022-08-04,0.0,3,4,8,0,1,0,177,0,Himachal Pradesh,0.0,1,0.0,2,1448.0,-98,0.0,0.0787292817679558,premium,1,1,1.0,0.6578947368421053,38,73,,,,,,,,,,,,Himachal Pradesh,1372.0,0.5998542274052479,2.9620991253644315,0.0,1.0,1.0
DELIVERED,397474434265_1,2022-08-28,Rajasthan,"FIVE STAR Hair Straightener Comb for Women & Men, Hair Styler, Straightener Machine Brush/PTC Heating Electric Straightener with 5 Temperature Control Hair Straightener",Uk8ndIGZ,Free Size,1,414.0,414.0,Delivered,314001,Rajasthan,23.76,499,0,480,2022-08-28,0.0,6,28,8,1,0,1,314,0,Rajasthan,0.0,1,0.4,5,480.0,19,3.807615230460922,0.0,medium,1,1,1.0,0.10526315789473684,19,168,,,,,,,,,,,,Rajasthan,1358.0,0.617820324005891,2.905743740795287,0.0,1.0,1.0
DELIVERED,261601009640_1,2022-08-22,Odisha,top & bottom set,akshar 1090,L,1,1400.0,1400.0,Return,764001,Odisha,66.68,1400,81,1481,2022-08-22,1.0,0,22,8,0,0,0,764,0,Odisha,1.0,1,0.5,8,1481.0,-81,0.0,0.054692775151924375,premium,1,1,1.0,0.5,12,16,,,,,,,,,,,,Odisha,1345.0,0.5836431226765799,2.992565055762082,0.5,1.0,1.0
RTO_COMPLETE,703072596386_1,2022-08-29,Uttar Pradesh,Fancy organza dress with kamar belt and hairbelt,Kd1166,M,1,1184.0,1184.0,Shipped,211008,Uttar Pradesh,59.9,1258,0,1286,2022-08-29,0.0,0,29,8,0,0,1,211,0,Uttar Pradesh,0.0,1,0.4,10,1286.0,-28,0.0,0.0,premium,1,1,1.0,0.0,1,48,,,,,,,,,,,,Uttar Pradesh,5514.0,0.6006528835690969,3.025208560029017,0.0,1.0,1.0
DELIVERED,402972493507_1,2022-08-21,Telangana, PARTY WEAR LOOK HEAVY EMBROIDERY AND 5mm SEQUINS WORK GOWN WITH DUPATTA ,hk 1408,Free Size,1,1350.0,1350.0,Delivered,505530,Telangana,64.3,1350,114,1464,2022-08-21,0.0,6,21,8,1,0,0,505,0,Telangana,0.0,1,0.5714285714285714,7,1464.0,-114,0.0,0.0778688524590164,premium,1,1,1.0,0.6578947368421053,38,73,,,,,,,,,,,,Telangana,1394.0,0.5903873744619799,2.988522238163558,0.0,1.0,1.0
CANCELLED,125088357756_1,2022-08-02,Madhya Pradesh, PARTY WEAR LOOK HEAVY EMBROIDERY AND 5mm SEQUINS WORK GOWN WITH DUPATTA ,Hk1408b,Free Size,1,1350.0,1350.0,Cancelled,452002,Madhya Pradesh,64.3,1350,108,1458,2022-08-02,1.0,1,2,8,0,1,0,452,0,Madhya Pradesh,0.5,2,0.5,6,1458.0,-108,0.0,0.07407407407407407,premium,1,1,1.0,0.6578947368421053,38,73,,,,,,,,,,,,Madhya Pradesh,2743.0,0.5956981407218374,2.989427633977397,0.25,1.0,1.0
DELIVERED,928726855752_1,2022-08-26,Madhya Pradesh,FIVESTAR beautiful Designer Suit On Havy Gorgette febric with inner on 9 MM Sequance work and Palazoo on Gorgette febric with inner on 9 MM Sequance work and dupatta on also Gorgette febric on 9 MM Sequance work,5400 lavender,Semi Stitched,1,1999.0,1999.0,Shipped,485771,Madhya Pradesh,99.86,2097,0,2097,2022-08-26,0.0,4,26,8,0,0,1,485,0,Madhya Pradesh,0.0,1,0.5,6,2097.0,0,0.0,0.0,premium,1,1,1.0,0.6,5,211,,,,,,,,,,,,Madhya Pradesh,2743.0,0.5956981407218374,2.989427633977397,0.0,1.0,1.0
DELIVERED,295645979015_1,2022-08-24,Tamil Nadu,Kalamkari print full flair narkali sut set,Kb 198,M,1,1400.0,1400.0,Shipped,606205,Tamil Nadu,66.68,1400,83,1483,2022-08-24,0.0,2,24,8,0,0,0,606,0,Tamil Nadu,0.0,1,0.5,10,1483.0,-83,0.0,0.055967633175994604,premium,1,1,1.0,0.5,2,42,,,,,,,,,,,,Tamil Nadu,2635.0,0.6227703984819735,3.031499051233397,0.0,1.0,1.0
DELIVERED,978604039408_1,2022-08-05,Haryana,FIVESTAR Designer Suit On Havy Gorgette febric with Thred and sequnce work and Pent on Gorgette febric and Dupatta on also Gorgette Febric with Thred and Sequnce work,1100,Semi Stitched,1,1749.0,1749.0,Delivered,125004,Haryana,87.96,1847,0,1847,2022-08-05,0.0,4,5,8,0,1,0,125,0,Haryana,0.0,1,0.0,1,1847.0,0,0.0,0.0,premium,1,1,1.0,0.0,1,166,,,,,,,,,,,,,,0.5998520710059172,2.992565055762082,0.0,1.0,1.0
DELIVERED,189410351427_1,2022-08-22,Maharashtra,Kurta Sets ,45678,L,1,500.0,500.0,Delivered,411058,Maharashtra,27.68,581,0,572,2022-08-22,0.0,0,22,8,0,0,0,411,0,Maharashtra,0.0,1,0.2857142857142857,7,572.0,9,1.549053356282272,0.0,high,1,1,1.0,0.16666666666666666,6,11,,,,,,,,,,,,Maharashtra,6910.0,0.5930535455861071,2.9662807525325614,0.0,1.0,1.0
DELIVERED,301578067962_1,2022-08-12,Kerala, PARTY WEAR LOOK HEAVY EMBROIDERY AND 5mm SEQUINS WORK GOWN WITH DUPATTA ,hk 1408,Free Size,1,1350.0,1350.0,Return,695581,Kerala,64.3,1350,120,1454,2022-08-12,1.0,4,12,8,0,0,0,695,0,Kerala,1.0,1,0.5,8,1454.0,-104,0.0,0.08253094910591471,premium,1,1,1.0,0.6578947368421053,38,73,,,,,,,,,,,,Kerala,2810.0,0.6071174377224199,3.0188612099644128,0.5,1.0,1.0
DELIVERED,658416003246_1,2022-08-30,Chhattisgarh,"FIVE STAR Hair Straightener Comb for Women & Men, Hair Styler, Straightener Machine Brush/PTC Heating Electric Straightener with 5 Temperature Control Hair Straightener",Uk8ndIGZ,Free Size,1,429.0,429.0,Shipped,491771,Chhattisgarh,24.2,508,0,508,2022-08-30,0.0,1,30,8,0,0,1,491,0,Chhattisgarh,0.0,1,0.0,3,508.0,0,0.0,0.0,high,1,1,1.0,0.10526315789473684,19,168,,,,,,,,,,,,Chhattisgarh,1387.0,0.6135544340302812,2.9279019466474403,0.0,1.0,1.0
RTO_COMPLETE,114775122169_1,2022-08-11,Andhra Pradesh,top & bottom set,akshar 1090,XL,1,1368.0,1368.0,rto,530024,Andhra Pradesh,65.14,1368,81,1449,2022-08-11,1.0,3,11,8,0,0,0,530,0,Andhra Pradesh,1.0,1,0.7142857142857143,7,1449.0,-81,0.0,0.055900621118012424,premium,1,1,1.0,0.5,12,16,,,,,,,,,,,,Andhra Pradesh,2752.0,0.5933866279069767,3.004360465116279,0.5,1.0,1.0
DELIVERED,473722759765_1,2022-08-14,Tamil Nadu, PARTY WEAR LOOK HEAVY EMBROIDERY AND 5mm SEQUINS WORK GOWN WITH DUPATTA ,hk 1408,Free Size,1,1350.0,1350.0,Delivered,600060,Tamil Nadu,64.3,1350,114,1448,2022-08-14,0.0,6,14,8,1,0,0,600,1,Tamil Nadu,0.0,1,0.5,10,1448.0,-98,0.0,0.0787292817679558,premium,1,1,1.0,0.6578947368421053,38,73,,,,,,,,,,,,Tamil Nadu,2635.0,0.6227703984819735,3.031499051233397,0.0,1.0,1.0
RTO_COMPLETE,803963214519_1,2022-08-13,Delhi,Fancy look beautiful embroidery work kurti bottom with duppata,Hk 1454,XXL,1,1400.0,1400.0,rto,110007,Delhi,66.68,1400,110,1510,2022-08-13,1.0,5,13,8,1,0,0,110,1,Delhi,1.0,1,0.75,4,1510.0,-110,0.0,0.0728476821192053,premium,1,1,1.0,0.36363636363636365,11,62,,,,,,,,,,,,Delhi,1341.0,0.5913497390007457,2.954511558538404,0.5,1.0,1.0
DELIVERED,184970118893_1,2022-08-02,Karnataka, PARTY WEAR BEAUTIFUL LOOK FANCY EMBROIDERY AND 5mm SEQUENCE WORK GOWN WITH DUPATTA ,hk 1446,Free Size,1,1561.0,1561.0,Delivered,560001,Karnataka,74.34,1561,108,1651,2022-08-02,0.0,1,2,8,0,1,0,560,1,Karnataka,0.0,1,0.0,5,1651.0,-90,0.0,0.06541490006056935,premium,1,1,1.0,0.0,1,84,,,,,,,,,,,,Karnataka,1393.0,0.5793251974156497,3.0078966259870783,0.0,1.0,1.0
DELIVERED,736602256273_2,2022-08-24,Gujarat,Stylish designer digital printed work lehenga choli with duppata ,932291795,Semi Stitched,1,1500.0,1500.0,Delivered,382415,Gujarat,71.44,1500,148,1648,2022-08-24,0.0,2,24,8,0,0,0,382,0,Gujarat,0.0,3,0.125,8,1648.0,-148,0.0,0.08980582524271845,premium,1,1,1.0,0.0,3,65,,,,,,,,,,,,Gujarat,2737.0,0.59846547314578,2.989404457435148,0.0,1.0,1.0
DELIVERED,237419587792_1,2022-08-27,Gujarat,Kurta Sets ,45678,M,1,468.0,468.0,Delivered,395010,Gujarat,26.14,549,0,526,2022-08-27,0.0,5,27,8,1,0,1,395,0,Gujarat,0.0,3,0.125,8,526.0,23,4.189435336976321,0.0,high,1,1,1.0,0.16666666666666666,6,11,,,,,,,,,,,,Gujarat,2737.0,0.59846547314578,2.989404457435148,0.0,1.0,1.0
DELIVERED,555207008312_1,2022-08-21,Gujarat,top & bottom set,akshar 1090,M,1,1400.0,1400.0,Delivered,394160,Gujarat,66.68,1400,81,1481,2022-08-21,0.0,6,21,8,1,0,0,394,0,Gujarat,0.0,1,0.125,8,1481.0,-81,0.0,0.054692775151924375,premium,1,1,1.0,0.5,12,16,,,,,,,,,,,,Gujarat,2737.0,0.59846547314578,2.989404457435148,0.0,1.0,1.0
DELIVERED,702473758487_1,2022-08-16,Rajasthan,FIVESTAR beautiful Designer Suit On Havy Gorgette febric with inner on 9 MM Sequance work and Palazoo on Gorgette febric with inner on 9 MM Sequance work and dupatta on also Gorgette febric on 9 MM Sequance work,5400 white,Semi Stitched,1,1999.0,1999.0,Return,341505,Rajasthan,99.86,2097,0,2097,2022-08-16,1.0,1,16,8,0,0,0,341,0,Rajasthan,1.0,1,0.4,5,2097.0,0,0.0,0.0,premium,1,1,1.0,0.6,5,211,,,,,,,,,,,,Rajasthan,1358.0,0.617820324005891,2.905743740795287,0.5,1.0,1.0
DELIVERED,105706412059_1,2022-08-25,Maharashtra,top & bottom set,akshar 1090,M,1,1400.0,1400.0,Return,411009,Maharashtra,66.68,1400,72,1472,2022-08-25,1.0,3,25,8,0,0,1,411,0,Maharashtra,1.0,1,0.2857142857142857,7,1472.0,-72,0.0,0.04891304347826087,premium,1,1,1.0,0.5,12,16,,,,,,,,,,,,Maharashtra,6910.0,0.5930535455861071,2.9662807525325614,0.5,1.0,1.0
RTO_COMPLETE,183404359462_1,2022-08-03,Bihar,top & bottom set,akshar 1090,M,1,1368.0,1368.0,rto,805130,Bihar,65.14,1368,79,1447,2022-08-03,1.0,2,3,8,0,1,0,805,0,Bihar,1.0,1,0.3333333333333333,3,1447.0,-79,0.0,0.05459571527297857,premium,1,1,1.0,0.5,12,16,,,,,,,,,,,,Bihar,1447.0,0.6005528680027643,3.1002073255010365,0.5,1.0,1.0
DELIVERED,294779117929_1,2022-08-27,Kerala,"FIVE STAR Hair Straightener Comb for Women & Men, Hair Styler, Straightener Machine Brush/PTC Heating Electric Straightener with 5 Temperature Control Hair Straightener",Uk8ndIGZ,Free Size,1,429.0,429.0,Shipped,691004,Kerala,24.72,519,0,519,2022-08-27,0.0,5,27,8,1,0,1,691,0,Kerala,0.0,1,0.5,8,519.0,0,0.0,0.0,high,1,1,1.0,0.10526315789473684,19,168,,,,,,,,,,,,Kerala,2810.0,0.6071174377224199,3.0188612099644128,0.0,1.0,1.0
DELIVERED,431854237562_1,2022-08-26,Punjab,Kurta Sets ,45678,XXXL,1,500.0,500.0,Return,146001,Punjab,27.68,581,0,581,2022-08-26,1.0,4,26,8,0,0,1,146,0,Punjab,1.0,1,0.3333333333333333,6,581.0,0,0.0,0.0,high,1,1,1.0,0.16666666666666666,6,11,,,,,,,,,,,,Punjab,2824.0,0.6136685552407932,3.0155807365439093,0.5,1.0,1.0
RTO_COMPLETE,118121582107_1,2022-08-26,Mumbai,"FIVE STAR Hair Straightener Comb for Women & Men, Hair Styler, Straightener Machine Brush/PTC Heating Electric Straightener with 5 Temperature Control Hair Straightener",Uk8ndIGZ,Free Size,1,429.0,429.0,Shipped,400095,Mumbai,24.2,508,0,499,2022-08-26,0.0,4,26,8,0,0,1,400,1,Mumbai,0.0,2,0.0,1,499.0,9,1.7716535433070866,0.0,medium,1,1,1.0,0.10526315789473684,19,168,,,,,,,,,,,,,,0.5998520710059172,2.992565055762082,0.0,1.0,1.0
RTO_COMPLETE,296605193297_1,2022-08-25,Telangana,"FIVE STAR Hair Straightener Comb for Women & Men, Hair Styler, Straightener Machine Brush/PTC Heating Electric Straightener with 5 Temperature Control Hair Straightener",Uk8ndIGZ,Free Size,1,414.0,414.0,rto,506001,Telangana,23.48,493,0,493,2022-08-25,1.0,3,25,8,0,0,1,506,0,Telangana,1.0,1,0.5714285714285714,7,493.0,0,0.0,0.0,medium,1,1,1.0,0.10526315789473684,19,168,,,,,,,,,,,,Telangana,1394.0,0.5903873744619799,2.988522238163558,0.5,1.0,1.0
DELIVERED,1688345391_1,2022-08-07,Arunachal Pradesh, PARTY WEAR LOOK HEAVY EMBROIDERY AND 5mm SEQUINS WORK GOWN WITH DUPATTA ,Hk 1408a,Free Size,1,1350.0,1350.0,Return,792001,Arunachal Pradesh,64.3,1350,114,1464,2022-08-07,1.0,6,7,8,1,0,0,792,0,Arunachal Pradesh,1.0,1,1.0,1,1464.0,-114,0.0,0.0778688524590164,premium,1,1,1.0,0.6578947368421053,38,73,,,,,,,,,,,,,,0.5998520710059172,2.992565055762082,0.5,1.0,1.0
RTO_COMPLETE,704133639877_1,2022-08-21,Kerala,Beautiful maska cotton kurta set with muslin cotton duppata and pant,Kb 196 b,L,1,1400.0,1400.0,rto,673527,Kerala,66.68,1400,116,1516,2022-08-21,1.0,6,21,8,1,0,0,673,0,Kerala,1.0,1,0.5,8,1516.0,-116,0.0,0.07651715039577836,premium,1,1,1.0,1.0,1,68,,,,,,,,,,,,Kerala,2810.0,0.6071174377224199,3.0188612099644128,0.5,1.0,1.0
DELIVERED,444981584080_1,2022-08-12,Tamil Nadu, PARTY WEAR LOOK HEAVY EMBROIDERY AND 5mm SEQUINS WORK GOWN WITH DUPATTA ,Hk1408b,Free Size,1,1350.0,1350.0,Return,603204,Tamil Nadu,64.3,1350,114,1464,2022-08-12,1.0,4,12,8,0,0,0,603,0,Tamil Nadu,1.0,1,0.5,10,1464.0,-114,0.0,0.0778688524590164,premium,1,1,1.0,0.6578947368421053,38,73,,,,,,,,,,,,Tamil Nadu,2635.0,0.6227703984819735,3.031499051233397,0.5,1.0,1.0
DELIVERED,765111140935_1,2022-08-06,West Bengal,Heavy Soft Butterfly Net With Rose Flower Pattern Ribin Work With Rivet Moti Work With Sleeve gown with duppata,Ad 021,XXL,1,1300.0,1300.0,Delivered,711227,West Bengal,61.9,1300,114,1414,2022-08-06,0.0,5,6,8,1,0,0,711,0,West Bengal,0.5,2,0.5555555555555556,9,1414.0,-114,0.0,0.08062234794908062,premium,1,1,1.0,0.2,5,111,,,,,,,,,,,,West Bengal,1352.0,0.5998520710059172,2.9903846153846154,0.25,1.0,1.0
DELIVERED,923462757835_1,2022-08-22,punjab,FIVESTAR beautiful Designer Suit On Havy Gorgette febric with inner on 9 MM Sequance work and Palazoo on Gorgette febric with inner on 9 MM Sequance work and dupatta on also Gorgette febric on 9 MM Sequance work,5400 blue,Semi Stitched,1,1999.0,1999.0,Return,143101,punjab,99.86,2097,0,2097,2022-08-22,1.0,0,22,8,0,0,0,143,0,Punjab,0.5,2,0.3333333333333333,6,2097.0,0,0.0,0.0,premium,1,1,1.0,0.6,5,211,,,,,,,,,,,,Punjab,2824.0,0.6136685552407932,3.0155807365439093,0.25,1.0,1.0
DELIVERED,271046524562_1,2022-08-30,Delhi,Fancy look beautiful embroidery work kurti bottom with duppata,Hk 1454,XL,1,1400.0,1400.0,Shipped,110009,Delhi,66.68,1400,110,1510,2022-08-30,0.0,1,30,8,0,0,1,110,1,Delhi,0.0,1,0.75,4,1510.0,-110,0.0,0.0728476821192053,premium,1,1,1.0,0.36363636363636365,11,62,,,,,,,,,,,,Delhi,1341.0,0.5913497390007457,2.954511558538404,0.0,1.0,1.0
DELIVERED,346130315989_1,2022-08-15,Andhra Pradesh, PARTY WEAR LOOK HEAVY EMBROIDERY AND 5mm SEQUINS WORK GOWN WITH DUPATTA ,Hk1408b,Free Size,1,1350.0,1350.0,Return,532005,Andhra Pradesh,64.3,1350,114,1464,2022-08-15,1.0,0,15,8,0,0,0,532,0,Andhra Pradesh,1.0,1,0.7142857142857143,7,1464.0,-114,0.0,0.0778688524590164,premium,1,1,1.0,0.6578947368421053,38,73,,,,,,,,,,,,Andhra Pradesh,2752.0,0.5933866279069767,3.004360465116279,0.5,1.0,1.0
RTO_COMPLETE,312073496064_1,2022-08-11,Telangana,Fancy look beautiful embroidery work kurti bottom with duppata,Hk 1454,XXL,1,1400.0,1400.0,rto,500052,Telangana,66.68,1400,110,1525,2022-08-11,1.0,3,11,8,0,0,0,500,1,Telangana,1.0,1,0.5714285714285714,7,1525.0,-125,0.0,0.07213114754098361,premium,1,1,1.0,0.36363636363636365,11,62,,,,,,,,,,,,Telangana,1394.0,0.5903873744619799,2.988522238163558,0.5,1.0,1.0
RTO_COMPLETE,916538974169_1,2022-08-02,Assam,FIVESTAR Designer Suit On Havy Gorgette febric with 9MM sequnce work and sharara on Gorgette febric with 9MM Sequnce work and Dupatta on also Gorgette Febric with 9MM Sequnce work (BLACK),1101 black,Semi Stitched,1,1749.0,1749.0,rto,782435,Assam,88.62,1861,0,1861,2022-08-02,1.0,1,2,8,0,1,0,782,0,Assam,1.0,1,0.5,4,1861.0,0,0.0,0.0,premium,1,1,1.0,0.5,2,187,,,,,,,,,,,,Assam,1382.0,0.6078147612156295,3.020260492040521,0.5,1.0,1.0
DELIVERED,436163379734_1,2022-08-07,MAHARASHTRA,Heavy Pure Super Slub Cotton With Embroidery Work With Balloon Sleeve With Attached Belt  Dresses ,Ad020,XXL,1,1000.0,1000.0,Delivered,421204,MAHARASHTRA,51.14,1074,0,1052,2022-08-07,0.0,6,7,8,1,0,0,421,0,Maharashtra,0.0,1,0.2857142857142857,7,1052.0,22,2.0484171322160147,0.0,premium,1,1,1.0,0.0,1,98,,,,,,,,,,,,Maharashtra,6910.0,0.5930535455861071,2.9662807525325614,0.0,1.0,1.0
